area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg,industry_name,treatment_group,source_file,quarter_date,year_quarter,treatment_period,post_tariff,avg_monthly_employment,log_employment,log_wages,log_avg_weekly_wage,treated,treated_post
49035,5,3311,76,0,2020,4,,8,22,26,26,444122,140189,841,1385,,1.76,0.05,0.06,0.06,0.05,0.32,0.36,0.75,,1,14.3,2,10.0,5,23.8,5,23.8,117842,36.1,50702,56.7,193,29.8,171,14.1,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,24.666666666666668,3.20545280453606,13.003854578445463,7.233455418621439,1,1
51000,5,3311,56,0,2020,4,,12,994,985,997,23016053,271763,4015,1785,,0.49,0.47,0.47,0.47,0.44,0.58,0.65,0.94,,1,9.1,15,1.5,2,0.2,10,1.0,851823,3.8,-138444,-33.7,-4437,-52.5,51,2.9,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,992.0,6.899723107284872,16.951702486956787,7.487173694213739,1,1
53000,5,3311,56,0,2020,4,,16,170,175,168,2487264,1445367,6910,1119,,0.62,0.09,0.1,0.09,0.05,0.55,0.24,0.51,,-4,-20.0,-2,-1.2,-9,-4.9,-17,-9.2,-542443,-17.9,-213730,-12.9,-6260,-47.5,-173,-13.4,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,171.0,5.14166355650266,14.726693869142167,7.020190708311925,1,1
54000,5,3311,56,0,2020,4,,9,1767,1778,1769,32720971,651927,12943,1421,,2.03,4.84,4.87,4.82,4.95,5.86,3.52,1.02,,0,0.0,-11,-0.6,-9,-0.5,-6,-0.3,218636,0.7,296337,83.3,3909,43.3,16,1.1,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1771.3333333333333,7.479487837651649,17.303526745297614,7.259116128097101,1,1
55000,5,3311,56,0,2020,4,,6,249,254,260,5484741,128736,2273,1659,,0.39,0.16,0.17,0.17,0.17,0.25,0.23,1.04,,0,0.0,-12,-4.6,-2,-0.8,-3,-1.1,226451,4.3,-55969,-30.3,-2580,-53.2,103,6.6,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,254.33333333333334,5.538645742616348,15.517480430886518,7.413970290190444,1,1
72000,5,3311,56,0,2020,4,,13,249,247,254,1511547,194960,7008,465,,3.26,0.53,0.52,0.52,0.28,2.73,2.72,0.54,,0,0.0,-17,-6.4,-24,-8.9,-22,-8.0,-411748,-21.4,-146895,-43.0,-3508,-33.4,-81,-14.8,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,250.0,5.521460917862246,14.228644187657014,6.142037405587356,1,1
C1206,5,3311,46,0,2020,4,,17,530,544,557,11364612,301517,1769,1608,,1.14,0.37,0.38,0.38,0.32,0.63,0.22,0.86,,-1,-5.6,-41,-7.2,-31,-5.4,-29,-4.9,456398,4.2,-18537,-5.8,-1231,-41.0,155,10.7,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,543.6666666666666,6.2983363139529045,16.24601487478279,7.382746449738912,1,1
C1242,5,3311,46,0,2020,4,,4,50,50,53,826840,17451,211,1247,,0.7,0.09,0.09,0.09,0.05,0.11,0.07,0.59,,0,0.0,-15,-23.1,-13,-20.6,-10,-15.9,-52557,-6.0,-32975,-65.4,-887,-80.8,184,17.3,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,51.0,3.9318256327243257,13.625366484913172,7.1284959456800365,1,1
C1254,5,3311,46,0,2020,4,,4,36,37,40,583646,8109,402,1192,,2.09,0.19,0.2,0.22,0.17,0.14,0.11,0.8,,0,0.0,4,12.5,5,15.6,6,17.6,120162,25.9,-10694,-56.9,-237,-37.1,101,9.3,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,37.666666666666664,3.628775530044231,13.277049913634897,7.083387847625295,1,1
C1382,5,3311,46,0,2020,4,,8,1479,1477,1469,41696634,230600,5087,2175,,3.01,5.55,5.5,5.4,7.07,3.62,5.65,1.29,,0,0.0,20,1.4,-4,-0.3,-13,-0.9,2984857,7.7,-459916,-66.6,-30286,-85.6,155,7.7,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1475.0,7.29641326877392,17.54593096408658,7.684783943522785,1,1
C1674,5,3311,46,0,2020,4,,10,547,553,559,10708423,433495,3156,1490,,1.5,0.82,0.82,0.82,0.69,0.96,0.84,0.84,,0,0.0,-13,-2.3,2,0.4,2,0.4,617405,6.1,21362,5.2,473,17.6,94,6.7,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,553.0,6.315358001522335,16.186541186017347,7.306531398939505,1,1
C1698,5,3311,46,0,2020,4,,44,13763,13713,13793,362644697,1921062,37185,2028,,2.03,5.83,5.85,5.85,5.86,2.59,2.06,1.0,,-4,-8.3,-1586,-10.3,-1548,-10.1,-1442,-9.5,-22873465,-5.9,971828,102.4,16243,77.6,87,4.5,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,13756.333333333334,9.529254603108914,19.708934116752122,7.614805364711073,1,1
C1714,5,3311,46,0,2020,4,,9,3108,3120,3134,88942732,1500787,25136,2192,,1.82,5.48,5.49,5.46,6.9,9.53,6.73,1.26,,0,0.0,113,3.8,44,1.4,19,0.6,26745922,43.0,26078,1.8,-4918,-16.4,630,40.3,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,3120.6666666666665,8.045801933191907,18.30350325991259,7.692569648067906,1,1
C1746,5,3311,46,0,2020,4,,10,1999,2004,2035,37735544,126314,5371,1442,,2.05,3.72,3.73,3.77,3.14,0.98,1.55,0.84,,-2,-16.7,-406,-16.9,-399,-16.6,-379,-15.7,-19121006,-33.6,-408338,-76.4,-10875,-66.9,-375,-20.6,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2012.6666666666667,7.6072158215986745,17.446113019921558,7.273786317844895,1,1
C1910,5,3311,46,0,2020,4,,15,359,355,366,6532968,421996,5244,1396,,0.89,0.18,0.18,0.18,0.13,0.72,0.45,0.72,,-4,-21.1,56,18.5,47,15.3,63,20.8,1789955,37.7,7629,1.8,1563,42.5,198,16.5,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,360.0,5.886104031450156,15.692371915601798,7.241366283322318,1,1
C1982,5,3311,46,0,2020,4,,28,2699,2634,2605,58207206,390104,13367,1692,,3.11,2.67,2.61,2.6,2.3,1.53,1.49,0.88,,-2,-6.7,-918,-25.4,-1202,-31.3,-1207,-31.7,-30529131,-34.4,-191883,-33.0,-6999,-34.4,-126,-6.9,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,2646.0,7.880804344674901,17.87951971947028,7.433666540166168,1,1
C2134,5,3311,46,0,2020,4,,5,534,475,540,8072533,222453,2235,1203,,3.65,3.16,2.83,3.17,2.93,5.09,2.92,0.96,,1,25.0,133,33.2,72,17.9,138,34.3,2568201,46.7,-35098,-13.6,-3381,-60.2,150,14.2,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,516.3333333333334,6.246752551748759,15.903977869559139,7.0925737159746784,1,1
C2642,5,3311,46,0,2020,4,,42,1151,1153,1145,18167683,1063806,16820,1216,,2.93,0.72,0.72,0.7,0.44,2.54,1.8,0.62,,-4,-8.7,-132,-10.3,-80,-6.5,-82,-6.7,-964082,-5.0,118034,12.5,763,4.8,36,3.1,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1149.6666666666667,7.047227324268731,16.71515491435463,7.103322062526113,1,1
C3114,5,3311,46,0,2020,4,,10,274,279,278,6423845,77260,1177,1784,,3.0,0.79,0.8,0.79,0.87,0.66,0.49,1.1,,2,25.0,-17,-5.8,-12,-4.1,-14,-4.8,-564021,-8.1,-14743,-16.0,308,35.4,-61,-3.3,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,277.0,5.6240175061873385,15.675527406048651,7.486613313139955,1,1
C3282,5,3311,46,0,2020,4,,4,199,200,190,3513759,198597,4235,1377,,1.62,0.59,0.59,0.55,0.46,1.99,3.48,0.8,,0,0.0,56,39.2,51,34.2,33,21.0,847189,31.8,-53556,-21.2,1407,49.8,6,0.4,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,196.33333333333334,5.279813894983477,15.07219696256566,7.227662498728654,1,1
C3366,5,3311,46,0,2020,4,,3,1681,1690,1687,37785046,437219,5348,1724,,3.31,18.16,18.23,18.11,20.11,18.53,12.23,1.11,,0,0.0,-67,-3.8,-63,-3.6,-74,-4.2,-4928629,-11.5,-39364,-8.3,-116,-2.1,-149,-8.0,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1686.0,7.430114138561801,17.447423973850533,7.452402451223638,1,1
C3562,5,3311,46,0,2020,4,,22,546,562,557,15806468,1111239,33603,2191,,0.39,0.11,0.12,0.11,0.1,0.46,0.56,0.86,,-2,-8.3,-103,-15.9,-111,-16.5,-86,-13.4,-1463165,-8.5,-1650278,-59.8,-65571,-66.1,163,8.0,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,555.0,6.318968113746434,16.575929781317956,7.692113339595466,1,1
C3798,5,3311,46,0,2020,4,,10,656,650,663,15377648,142950,5465,1802,,0.69,0.44,0.44,0.44,0.4,0.24,0.3,0.89,,1,11.1,-57,-8.0,-64,-9.0,-45,-6.4,-749555,-4.6,-10407,-6.8,118,2.2,59,3.4,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,656.3333333333334,6.486668789971016,16.548425584469655,7.496652438168283,1,1
C3830,5,3311,46,0,2020,4,,27,4798,4813,4967,96499815,729090,43626,1528,,4.94,8.24,8.27,8.53,7.14,5.4,7.12,0.86,,-1,-3.6,-747,-13.5,-849,-15.0,-678,-12.0,-19455738,-16.8,-1097816,-60.1,-96757,-68.9,-60,-3.8,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,4859.333333333333,8.488656533274048,18.385051649208933,7.331714969726466,1,1
C3890,5,3311,46,0,2020,4,,6,760,763,762,26233652,1803207,39075,2649,,0.7,1.21,1.21,1.21,1.62,2.27,2.69,1.34,,-2,-25.0,-387,-33.7,-390,-33.8,-396,-34.2,-6207122,-19.1,-3569488,-66.4,-121223,-75.6,484,22.4,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,761.6666666666666,6.635509014660196,17.082553572040915,7.88193748927207,1,1
C4014,5,3311,46,0,2020,4,,20,1318,1318,1298,28522414,208604,9096,1673,,1.7,1.57,1.55,1.52,1.72,0.89,0.92,1.11,,1,5.3,-220,-14.3,-101,-7.1,-108,-7.7,-965924,-3.3,-38512,-15.6,-173,-1.9,113,7.2,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,1311.3333333333333,7.178799710280894,17.16620079228465,7.422373700986824,1,1
C4162,5,3311,46,0,2020,4,,8,22,26,26,444122,140189,841,1385,,1.72,0.05,0.06,0.06,0.05,0.31,0.35,0.76,,1,14.3,2,10.0,5,23.8,5,23.8,117842,36.1,50702,56.7,193,29.8,171,14.1,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,24.666666666666668,3.20545280453606,13.003854578445463,7.233455418621439,1,1
C4198,5,3311,46,0,2020,4,,10,161,158,165,1127735,101873,3295,538,,3.68,0.48,0.46,0.47,0.27,1.99,1.79,0.59,,0,0.0,-58,-26.5,-66,-29.5,-62,-27.3,-494498,-30.5,-214665,-67.8,-6298,-65.7,-21,-3.8,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,161.33333333333334,5.083472618048522,13.935721754361968,6.2878585601617845,1,1
C4966,5,3311,46,0,2020,4,,8,614,608,617,14312236,68865,2763,1796,,7.2,5.69,5.64,5.73,8.03,2.61,3.59,1.41,,-1,-11.1,-528,-46.2,-530,-46.6,-527,-46.1,-6364114,-30.8,-176552,-71.9,-12862,-82.3,402,28.8,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,613.0,6.418364935936212,16.476625393693766,7.493317248862145,1,1
US000,5,3311,16,0,2020,4,,911,78523,78639,79099,1910521309,32525210,653195,1866,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-19,-2.0,-6056,-7.2,-6255,-7.4,-5569,-6.6,-22581127,-1.2,-8636764,-21.0,-477712,-42.2,111,6.3,Iron and Steel,treatment,Iron_steel_2020_Q4.csv,2020-10-01,2020Q4,trump_era,1,78753.66666666667,11.274080116450518,21.370641978413733,7.531552381407289,1,1
01000,5,313,55,0,2020,1,,34,5047,5025,5025,53761735,36508163,971917,822,,1.03,3.61,3.6,3.6,3.92,3.83,8.95,1.09,,0,0.0,7,0.1,-6,-0.1,72,1.5,1212461,2.3,760646,2.1,-111608,-10.3,15,1.9,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,5032.333333333333,8.523639038899626,17.80007252672388,6.71174039505618,0,0
01049,5,313,75,0,2020,1,,3,82,88,87,390727,375084,3217,351,,9.6,5.22,5.62,5.56,3.38,3.31,2.56,0.62,,0,0.0,1,1.2,7,8.6,3,3.6,20198,5.5,15387,4.3,68,2.2,3,0.9,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,85.66666666666667,4.45046379622711,12.87576438538691,5.860786223465865,0,0
01071,5,313,75,0,2020,1,,4,651,684,717,5761380,4832184,223446,648,,15.56,60.86,64.17,66.44,74.33,66.97,192.27,1.16,,0,0.0,-17,-2.5,14,2.1,31,4.5,872967,17.9,720848,17.5,54282,32.1,91,16.3,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,684.0,6.52795791762255,15.566687587309904,6.473890696352274,0,0
01111,5,313,75,0,2020,1,,3,394,389,389,3399157,2432811,85348,669,,28.96,117.99,114.33,114.47,151.05,121.84,318.46,1.31,,0,0.0,-48,-10.9,-25,-6.0,-18,-4.4,-426558,-11.1,-583474,-19.3,38,0.0,-30,-4.3,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,390.6666666666667,5.9678546814688485,15.039038017667425,6.505784060128229,0,0
04000,5,313,55,0,2020,1,,14,155,163,154,3147013,1088616,7881,1539,,0.33,0.07,0.08,0.07,0.14,0.08,0.04,1.81,,-3,-17.6,-37,-19.3,-12,-6.9,-19,-11.0,-264579,-7.8,-156482,-12.6,-1814,-18.7,81,5.6,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,157.33333333333334,5.058366696917446,14.961964306956347,7.338888133838879,0,0
04013,5,313,75,0,2020,1,,10,130,134,129,2934693,927509,4767,1723,,0.37,0.09,0.09,0.09,0.17,0.09,0.03,1.92,,-2,-16.7,-50,-27.8,-27,-16.8,-29,-18.4,-277435,-8.6,-215036,-18.8,-2246,-32.0,238,16.0,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,131.0,4.875197323201151,14.892113406114124,7.45182223652793,0,0
05000,5,313,55,0,2020,1,,9,127,129,129,2031121,861737,8089,1217,,0.38,0.15,0.15,0.15,0.25,0.16,0.13,1.7,,0,0.0,8,6.7,8,6.6,3,2.4,51669,2.6,-258437,-23.1,-17620,-68.5,-31,-2.5,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,128.33333333333334,4.854631045619675,14.524098415351178,7.104144092987527,0,0
06000,5,313,55,0,2020,1,,315,5488,5563,5517,68793896,37587310,1089042,958,,0.77,0.44,0.45,0.45,0.38,0.45,0.31,0.85,,0,0.0,-354,-6.1,-301,-5.1,-349,-5.9,-1373579,-2.0,-873871,-2.3,-102180,-8.6,37,4.0,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,5522.666666666667,8.61661611440731,18.046625578037403,6.86484777797086,0,0
06013,5,313,75,0,2020,1,,5,18,15,20,298878,111248,5139,1301,,0.58,0.07,0.06,0.08,0.08,0.06,0.07,1.15,,0,0.0,1,5.9,-1,-6.2,4,25.0,15906,5.6,5207,4.9,-121,-2.3,-32,-2.4,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,17.666666666666668,2.8716796248840124,12.607790742351403,7.170888478512505,0,0
06037,5,313,75,0,2020,1,,206,3946,4003,3955,45529202,27102957,741451,883,,1.57,1.24,1.24,1.25,1.06,1.25,0.86,0.85,,-2,-1.0,-138,-3.4,-99,-2.4,-127,-3.1,920158,2.1,85897,0.3,-32814,-4.2,44,5.2,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,3968.0,8.286017468404763,17.63386448025203,6.78332520060396,0,0
06059,5,313,75,0,2020,1,,22,563,577,575,7333370,3987734,79716,987,,0.68,0.48,0.5,0.5,0.47,0.47,0.23,0.96,,-3,-12.0,-123,-17.9,-101,-14.9,-115,-16.7,-1084880,-12.9,-621574,-13.5,-34990,-30.5,41,4.3,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,571.6666666666666,6.348556070931931,15.80794572264198,6.894670039433482,0,0
06073,5,313,75,0,2020,1,,10,233,234,236,2665614,1561956,54398,875,,0.34,0.22,0.22,0.23,0.19,0.23,0.2,0.86,,-1,-9.1,-2,-0.9,-18,-7.1,-23,-8.9,-190751,-6.7,-84203,-5.1,-2996,-5.2,-9,-1.0,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,234.33333333333334,5.456744603142555,14.795944983041709,6.774223886357614,0,0
06999,5,313,75,0,2020,1,,11,21,21,20,1638845,181232,5985,6100,,0.91,0.08,0.08,0.07,0.28,0.07,0.05,3.66,,-1,-8.3,3,16.7,4,23.5,2,11.1,516619,46.0,21386,13.4,1179,24.5,1214,24.8,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,20.666666666666668,3.028522096376982,14.309502283394284,8.716044050161402,0,0
08000,5,313,55,0,2020,1,,13,45,43,41,762661,415242,6030,1364,,0.24,0.02,0.02,0.02,0.03,0.02,0.02,1.37,,0,0.0,4,9.8,4,10.3,1,2.5,111347,17.1,66535,19.1,1241,25.9,111,8.9,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,43.0,3.7612001156935624,13.544568912716183,7.218176838403408,0,0
09000,5,313,55,0,2020,1,,20,696,691,652,10939781,7485200,316425,1238,,0.63,0.6,0.6,0.56,0.62,0.64,0.82,1.06,,-1,-4.8,-42,-5.7,-57,-7.6,-92,-12.4,-1026090,-8.6,-753717,-9.1,-75864,-19.3,0,0.0,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,679.6666666666666,6.521602481906346,16.207916336476206,7.121252453244542,0,0
09009,5,313,75,0,2020,1,,5,143,143,147,2354662,1682388,81069,1255,,0.77,0.55,0.55,0.57,0.79,0.77,1.09,1.41,,0,0.0,-47,-24.7,-47,-24.7,-43,-22.6,-419203,-15.1,-397180,-19.1,-20769,-20.4,132,11.8,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,144.33333333333334,4.972125439334381,14.671907750715905,7.134890851565884,0,0
09015,5,313,75,0,2020,1,,5,131,131,127,2399493,1667329,69175,1423,,6.38,4.84,4.89,4.74,9.95,7.62,9.39,2.06,,-1,-16.7,-10,-7.1,-16,-10.9,-17,-11.8,-324432,-11.9,-179492,-9.7,-23467,-25.3,-32,-2.2,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,129.66666666666666,4.864967054950337,14.69076802300175,7.260522598089852,0,0
12000,5,313,55,0,2020,1,,114,1125,1051,1014,13244960,6022721,104324,958,,0.61,0.18,0.17,0.16,0.2,0.14,0.46,1.18,,-3,-2.6,-262,-18.9,-268,-20.3,-323,-24.2,-497923,-3.6,-2072507,-25.6,4710,4.7,174,22.2,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,1063.3333333333333,6.96916390711078,16.399127660676196,6.86484777797086,0,0
12011,5,313,75,0,2020,1,,18,221,214,215,3440529,1490404,70322,1221,,0.96,0.38,0.37,0.37,0.53,0.37,2.97,1.41,,1,5.9,-8,-3.5,-13,-5.7,-16,-6.9,-199261,-5.5,-166599,-10.1,28000,66.2,-2,-0.2,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,216.66666666666666,5.378360074221573,15.05113579659656,7.107425474110705,0,0
12086,5,313,75,0,2020,1,,23,69,69,66,734781,430743,2055,831,,0.86,0.08,0.08,0.08,0.08,0.08,0.06,0.93,,-4,-14.8,-217,-75.9,-189,-73.3,-226,-77.4,-1704353,-69.9,-1139377,-72.6,-5355,-72.3,158,23.5,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,68.0,4.219507705176107,13.507327774612643,6.7226297948554485,0,0
12095,5,313,75,0,2020,1,,6,69,72,64,846553,453959,16031,953,,0.51,0.11,0.12,0.1,0.13,0.11,0.89,1.18,,0,0.0,-9,-11.5,-4,-5.3,-14,-17.9,6329,0.8,-16,0.0,13296,486.1,117,14.0,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,68.33333333333333,4.2243976904702984,13.648928089345503,6.859614903654202,0,0
12099,5,313,75,0,2020,1,,10,78,76,59,942408,511609,2808,1021,,0.65,0.18,0.17,0.13,0.18,0.16,0.15,1.13,,-1,-9.1,-35,-31.0,-39,-33.9,-57,-49.1,-345434,-26.8,-223807,-30.4,-774,-21.6,157,18.2,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,71.0,4.2626798770413155,13.756193580807775,6.928537818164665,0,0
12103,5,313,75,0,2020,1,,9,70,62,58,571510,392899,519,694,,1.0,0.22,0.2,0.19,0.18,0.19,0.05,0.89,,-1,-10.0,-16,-18.6,-30,-32.6,-29,-33.3,-174791,-23.4,-149986,-27.6,-429,-45.3,44,6.8,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,63.333333333333336,4.148411783492376,13.25603725987669,6.542471960506805,0,0
12115,5,313,75,0,2020,1,,4,5,5,5,30352,26446,331,467,,0.93,0.04,0.04,0.04,0.03,0.03,0.08,0.63,,0,0.0,-2,-28.6,-3,-37.5,-4,-44.4,-17506,-36.6,-19021,-41.8,100,43.3,7,1.5,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,5.0,1.6094379124341003,10.320617692174796,6.1463292576688975,0,0
12127,5,313,75,0,2020,1,,5,59,61,58,440544,309059,882,571,,1.28,0.47,0.49,0.47,0.43,0.44,0.26,0.9,,0,0.0,10,20.4,11,22.0,6,11.5,-2859,-0.6,1831,0.6,-86,-8.9,-107,-15.8,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,59.333333333333336,4.083171261623976,12.995765605862669,6.3473892096560105,0,0
12999,5,313,75,0,2020,1,,12,14,12,14,2663380,92692,617,15366,,0.9,0.07,0.05,0.06,0.66,0.05,0.04,10.75,,1,9.1,1,7.7,-1,-7.7,3,27.3,2127052,396.6,16330,21.4,-452,-42.3,12021,359.4,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,13.333333333333334,2.5902671654458267,14.795106550823219,9.63991255542758,0,0
13000,5,313,55,0,2020,1,,230,17747,17680,17577,212252793,137055167,4101714,924,,2.97,5.56,5.55,5.53,5.72,5.38,13.45,1.03,,-1,-0.4,-1556,-8.1,-1602,-8.3,-1637,-8.5,-13784188,-6.1,-10968889,-7.4,-1200939,-22.6,22,2.4,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,17668.0,9.779510372716418,19.173288542079753,6.828712071641684,0,0
13015,5,313,75,0,2020,1,,13,984,973,983,13773875,8711674,228074,1081,,21.39,33.41,33.12,33.43,51.78,34.73,67.54,1.55,,-2,-13.3,-314,-24.2,-318,-24.6,-313,-24.2,-3131793,-18.5,-2632311,-23.2,-48215,-17.5,77,7.7,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,980.0,6.887552571664617,16.438284239976632,6.985641817639208,0,0
13021,5,313,75,0,2020,1,,5,186,192,190,2586135,1660215,25566,1051,,4.41,3.16,3.27,3.26,4.93,3.97,6.48,1.53,,0,0.0,-21,-10.1,-13,-6.3,-17,-8.2,-35911,-1.4,-65480,-3.8,-5899,-18.7,73,7.5,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,189.33333333333334,5.243509130053042,14.765675041127682,6.957497370876951,0,0
13047,5,313,75,0,2020,1,,10,614,658,665,9580509,6119865,290216,1141,,38.06,54.86,59.25,59.64,123.06,79.46,285.38,2.12,,1,11.1,-54,-8.1,-27,-3.9,68,11.4,203032,2.2,-307091,-4.8,-76392,-20.8,31,2.8,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,645.6666666666666,6.470283374738886,16.075241280059622,7.039660349862076,0,0
13051,5,313,75,0,2020,1,,4,111,122,121,1759538,1126480,28549,1147,,1.82,0.98,1.07,1.07,1.64,1.3,3.2,1.57,,1,33.3,71,177.5,81,197.6,81,202.5,1347211,326.7,866280,332.9,25509,839.1,361,45.9,Textile Mills,control,Textile_Mill_2020_Q1.csv,2020-01-01,2020Q1,trump_era,1,118.0,4.770684624465665,14.380561832555179,7.044905117129371,0,0
